175.399994,171.300003,173.100006,169.850006,170.550003,187.350006,202.949997,201.350006,206.149994,205.149994,200.550003
171.300003,173.100006,169.850006,170.550003,187.350006,202.949997,201.350006,206.149994,205.149994,200.550003,205.899994
173.100006,169.850006,170.550003,187.350006,202.949997,201.350006,206.149994,205.149994,200.550003,205.899994,216.050003
169.850006,170.550003,187.350006,202.949997,201.350006,206.149994,205.149994,200.550003,205.899994,216.050003,218.199997
170.550003,187.350006,202.949997,201.350006,206.149994,205.149994,200.550003,205.899994,216.050003,218.199997,215.949997
187.350006,202.949997,201.350006,206.149994,205.149994,200.550003,205.899994,216.050003,218.199997,215.949997,231.75
202.949997,201.350006,206.149994,205.149994,200.550003,205.899994,216.050003,218.199997,215.949997,231.75,230.5
201.350006,206.149994,205.149994,200.550003,205.899994,216.050003,218.199997,215.949997,231.75,230.5,236.25
206.149994,205.149994,200.550003,205.899994,216.050003,218.199997,215.949997,231.75,230.5,236.25,234.850006
205.149994,200.550003,205.899994,216.050003,218.199997,215.949997,231.75,230.5,236.25,234.850006,231.649994
200.550003,205.899994,216.050003,218.199997,215.949997,231.75,230.5,236.25,234.850006,231.649994,223.600006
205.899994,216.050003,218.199997,215.949997,231.75,230.5,236.25,234.850006,231.649994,223.600006,221.850006
216.050003,218.199997,215.949997,231.75,230.5,236.25,234.850006,231.649994,223.600006,221.850006,215.600006
218.199997,215.949997,231.75,230.5,236.25,234.850006,231.649994,223.600006,221.850006,215.600006,214.300003
215.949997,231.75,230.5,236.25,234.850006,231.649994,223.600006,221.850006,215.600006,214.300003,207.300003
231.75,230.5,236.25,234.850006,231.649994,223.600006,221.850006,215.600006,214.300003,207.300003,209.449997
230.5,236.25,234.850006,231.649994,223.600006,221.850006,215.600006,214.300003,207.300003,209.449997,199.800003
236.25,234.850006,231.649994,223.600006,221.850006,215.600006,214.300003,207.300003,209.449997,199.800003,190.949997
234.850006,231.649994,223.600006,221.850006,215.600006,214.300003,207.300003,209.449997,199.800003,190.949997,185.100006
231.649994,223.600006,221.850006,215.600006,214.300003,207.300003,209.449997,199.800003,190.949997,185.100006,186.350006
223.600006,221.850006,215.600006,214.300003,207.300003,209.449997,199.800003,190.949997,185.100006,186.350006,185.899994
221.850006,215.600006,214.300003,207.300003,209.449997,199.800003,190.949997,185.100006,186.350006,185.899994,180.75
215.600006,214.300003,207.300003,209.449997,199.800003,190.949997,185.100006,186.350006,185.899994,180.75,184.5
214.300003,207.300003,209.449997,199.800003,190.949997,185.100006,186.350006,185.899994,180.75,184.5,169.449997
207.300003,209.449997,199.800003,190.949997,185.100006,186.350006,185.899994,180.75,184.5,169.449997,175.399994
209.449997,199.800003,190.949997,185.100006,186.350006,185.899994,180.75,184.5,169.449997,175.399994,176.850006
199.800003,190.949997,185.100006,186.350006,185.899994,180.75,184.5,169.449997,175.399994,176.850006,190.149994
